SNO,Class,TestcaseName,TestStepsExecuted,TestStepsPassed,TestStepsFailed,classpassSteps,classfailSteps,modelpassSteps,modelfailSteps,exteriorpassSteps,exteriorfailSteps,interiorpassSteps,interiorfailSteps,ecpassSteps,ecfailSteps,pspassSteps,psfailSteps,TestOutputFile,ExecStartTime,ExecEndTime,Executedby,ResultCode,ModelYearCode,TypeCode,RegionCode,LanguageCode,EnvironmentCode,TestCaseTypeCode,Status
2055,SUV,"GLE 350 SUV",179,156,23,156,23,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html,"2020-10-14 17:06:00","2020-10-14 17:09:00",shanta.shetty,2,2021,1,2,1,1,1,A
2056,SUV,"GLE 350 SUV",482,450,32,0,0,450,32,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html,"2020-10-14 17:06:00","2020-10-14 17:09:00",shanta.shetty,2,2021,1,2,2,1,2,A
2057,SUV,"GLE 350 SUV",491,410,81,0,0,0,0,98,12,97,23,107,23,108,23,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html,"2020-10-14 17:06:00","2020-10-14 17:09:00",shanta.shetty,2,2021,1,2,2,1,3,A
2058,SUV,"GLE 350 4Matic SUV",199,176,23,176,23,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html,"2020-10-14 17:09:00","2020-10-14 17:11:00",shanta.shetty,2,2021,1,2,1,1,1,A
2059,SUV,"GLE 350 4Matic SUV",535,490,45,0,0,490,45,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html,"2020-10-14 17:09:00","2020-10-14 17:11:00",shanta.shetty,2,2021,1,2,1,1,2,A
2060,SUV,"GLE 350 4Matic SUV",485,426,59,0,0,0,0,99,12,109,23,110,12,108,12,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html,"2020-10-14 17:09:00","2020-10-14 17:11:00",shanta.shetty,2,2021,1,2,2,1,3,A
2061,SUV,"GLE 450 4Matic SUV",170,146,24,146,24,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html,"2020-10-14 17:11:00","2020-10-14 17:13:00",shanta.shetty,2,2021,1,2,1,1,1,A
2062,SUV,"GLE 450 4Matic SUV",537,499,38,0,0,499,38,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html,"2020-10-14 17:11:00","2020-10-14 17:13:00",shanta.shetty,2,2021,1,2,2,1,2,A
2063,SUV,"GLE 450 4Matic SUV",467,405,62,0,0,0,0,99,12,109,15,100,23,97,12,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html,"2020-10-14 17:11:00","2020-10-14 17:13:00",shanta.shetty,2,2021,1,2,1,1,3,A
2064,SUV,"AMG GLE 63 S 4Matic SUV",181,158,23,158,23,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html,"2020-10-14 17:16:00","2020-10-14 17:18:00",shanta.shetty,2,2021,1,2,1,1,1,A
2065,SUV,"AMG GLE 63 S 4Matic SUV",568,534,34,0,0,534,34,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html,"2020-10-14 17:16:00","2020-10-14 17:18:00",shanta.shetty,2,2021,1,2,2,1,2,A
2066,SUV,"AMG GLE 63 S 4Matic SUV",440,388,52,0,0,0,0,99,12,98,12,104,14,87,14,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html,"2020-10-14 17:16:00","2020-10-14 17:18:00",shanta.shetty,2,2021,1,2,2,1,3,A
2067,SUV,"GLA 250 SUV",187,167,20,167,20,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html,"2020-10-14 17:18:00","2020-10-14 17:20:00",shanta.shetty,2,2021,1,2,1,1,1,A
2068,SUV,"GLA 250 SUV",505,480,25,0,0,480,25,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html,"2020-10-14 17:18:00","2020-10-14 17:20:00",shanta.shetty,2,2021,1,2,1,1,2,A
2069,SUV,"GLA 250 SUV",458,400,58,0,0,0,0,98,12,97,14,96,15,109,17,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html,"2020-10-14 17:18:00","2020-10-14 17:20:00",shanta.shetty,2,2021,1,2,2,1,3,A
2070,SUV,"AMG GLA 35 SUV",210,189,21,189,21,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html,"2020-10-14 17:21:00","2020-10-14 17:22:00",shanta.shetty,2,2021,1,2,2,1,1,A
2071,SUV,"AMG GLA 35 SUV",532,498,34,0,0,498,34,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html,"2020-10-14 17:21:00","2020-10-14 17:22:00",shanta.shetty,2,2021,1,2,1,1,2,A
2072,SUV,"AMG GLA 35 SUV",486,413,73,0,0,0,0,98,19,99,20,109,18,107,16,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html,"2020-10-14 17:21:00","2020-10-14 17:22:00",shanta.shetty,2,2021,1,2,2,1,3,A
2073,SUV,"GLE 350 4Matic SUV",177,167,10,167,10,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html,"2020-10-21 17:09:00","2020-10-21 17:11:00",shanta.shetty,2,2021,1,2,2,1,1,A
2074,SUV,"GLE 350 4Matic SUV",492,467,25,0,0,467,25,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html,"2020-10-21 17:09:00","2020-10-21 17:11:00",shanta.shetty,2,2021,1,2,1,1,2,A
2075,SUV,"GLE 350 4Matic SUV",446,391,55,0,0,0,0,98,12,99,13,98,18,96,12,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html,"2020-10-21 17:09:00","2020-10-21 17:11:00",shanta.shetty,2,2021,1,2,2,1,3,A
2076,SUV,"GLE 450 4Matic SUV",160,145,15,145,15,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html,"2020-10-21 17:11:00","2020-10-21 17:13:00",shanta.shetty,2,2021,1,2,1,1,1,A
2077,SUV,"GLE 450 4Matic SUV",491,453,38,0,0,453,38,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html,"2020-10-21 17:11:00","2020-10-21 17:13:00",shanta.shetty,2,2021,1,2,1,1,2,A
2078,SUV,"GLE 450 4Matic SUV",446,391,55,0,0,0,0,98,12,97,13,100,15,96,15,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html,"2020-10-21 17:11:00","2020-10-21 17:13:00",shanta.shetty,2,2021,1,2,1,1,3,A
2079,SUV,"GLE 580 4Matic SUV",205,178,27,178,27,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html,"2020-10-21 17:13:00","2020-10-21 17:15:00",shanta.shetty,2,2021,1,2,2,1,1,A
2080,SUV,"GLE 580 4Matic SUV",524,490,34,0,0,490,34,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html,"2020-10-21 17:13:00","2020-10-21 17:15:00",shanta.shetty,2,2021,1,2,2,1,2,A
2081,SUV,"GLE 580 4Matic SUV",436,384,52,0,0,0,0,90,12,98,12,101,14,95,14,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html,"2020-10-21 17:13:00","2020-10-21 17:15:00",shanta.shetty,2,2021,1,2,1,1,3,A
2082,SUV,"AMG GLE 63 S 4Matic SUV",221,187,34,187,34,0,0,0,0,0,0,0,0,0,0,D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html,"2020-10-21 17:16:00","2020-10-21 17:18:00",shanta.shetty,2,2021,1,2,1,1,1,A
