"SNO";"Class";"TestcaseName";"TestStepsExecuted";"TestStepsPassed";"TestStepsFailed";"classpassSteps";"classfailSteps";"modelpassSteps";"modelfailSteps";"exteriorpassSteps";"exteriorfailSteps";"interiorpassSteps";"interiorfailSteps";"ecpassSteps";"ecfailSteps";"pspassSteps";"psfailSteps";"TestOutputFile";"ExecStartTime";"ExecEndTime";"Executedby";"ResultCode";"ModelYearCode";"TypeCode";"RegionCode";"LanguageCode";"EnvironmentCode";"TestCaseTypeCode";"Status"
614;"SUV";"GLE 580 4Matic SUV";531.0;453.0;78.0;0.0;0.0;453.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-01 17:13:00";"2020-10-01 17:15:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
615;"SUV";"GLE 580 4Matic SUV";545.0;424.0;121.0;0.0;0.0;0.0;0.0;56.0;23.0;78.0;34.0;167.0;19.0;123.0;45.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-01 17:13:00";"2020-10-01 17:15:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
616;"SUV";"AMG GLE 63 S 4Matic SUV";169.0;124.0;45.0;124.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-01 17:16:00";"2020-10-01 17:18:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
617;"SUV";"AMG GLE 63 S 4Matic SUV";565.0;467.0;98.0;0.0;0.0;467.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-01 17:16:00";"2020-10-01 17:18:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
618;"SUV";"AMG GLE 63 S 4Matic SUV";590.0;475.0;115.0;0.0;0.0;0.0;0.0;98.0;34.0;98.0;34.0;134.0;23.0;145.0;24.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-01 17:16:00";"2020-10-01 17:18:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
619;"SUV";"GLA 250 SUV";157.0;134.0;23.0;134.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-01 17:18:00";"2020-10-01 17:20:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
620;"SUV";"GLA 250 SUV";587.0;568.0;19.0;0.0;0.0;568.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-01 17:18:00";"2020-10-01 17:20:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
621;"SUV";"GLA 250 SUV";683.0;556.0;127.0;0.0;0.0;0.0;0.0;123.0;24.0;143.0;35.0;125.0;34.0;165.0;34.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-01 17:18:00";"2020-10-01 17:20:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
622;"SUV";"GLE 350 SUV";168.0;145.0;23.0;145.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-09 17:06:00";"2020-10-09 17:09:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
623;"SUV";"GLE 350 SUV";524.0;459.0;65.0;0.0;0.0;459.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-09 17:06:00";"2020-10-09 17:09:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
624;"SUV";"GLE 350 SUV";460.0;383.0;77.0;0.0;0.0;0.0;0.0;90.0;12.0;87.0;23.0;98.0;15.0;108.0;27.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-09 17:06:00";"2020-10-09 17:09:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
625;"SUV";"GLE 450 4Matic SUV";184.0;154.0;30.0;154.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-09 17:11:00";"2020-10-09 17:13:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
626;"SUV";"GLE 450 4Matic SUV";596.0;540.0;56.0;0.0;0.0;540.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-09 17:11:00";"2020-10-09 17:13:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
627;"SUV";"GLE 450 4Matic SUV";479.0;406.0;73.0;0.0;0.0;0.0;0.0;98.0;19.0;99.0;15.0;100.0;19.0;109.0;20.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-09 17:11:00";"2020-10-09 17:13:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
628;"SUV";"GLE 580 4Matic SUV";215.0;170.0;45.0;170.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-09 17:13:00";"2020-10-09 17:15:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
629;"SUV";"GLE 580 4Matic SUV";498.0;453.0;45.0;0.0;0.0;453.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-09 17:13:00";"2020-10-09 17:15:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
630;"SUV";"GLE 580 4Matic SUV";472.0;404.0;68.0;0.0;0.0;0.0;0.0;98.0;12.0;99.0;18.0;101.0;18.0;106.0;20.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-09 17:13:00";"2020-10-09 17:15:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
631;"SUV";"AMG GLE 63 S 4Matic SUV";154.0;120.0;34.0;120.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-09 17:16:00";"2020-10-09 17:18:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
632;"SUV";"AMG GLE 63 S 4Matic SUV";571.0;504.0;67.0;0.0;0.0;504.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-09 17:16:00";"2020-10-09 17:18:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
633;"SUV";"AMG GLE 63 S 4Matic SUV";496.0;408.0;88.0;0.0;0.0;0.0;0.0;98.0;20.0;97.0;23.0;104.0;15.0;109.0;30.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-09 17:16:00";"2020-10-09 17:18:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
634;"SUV";"GLA 250 SUV";243.0;198.0;45.0;198.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-09 17:18:00";"2020-10-09 17:20:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
635;"SUV";"GLA 250 SUV";574.0;520.0;54.0;0.0;0.0;520.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-09 17:18:00";"2020-10-09 17:20:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
636;"SUV";"GLA 250 SUV";480.0;400.0;80.0;0.0;0.0;0.0;0.0;97.0;12.0;99.0;20.0;96.0;29.0;108.0;19.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-09 17:18:00";"2020-10-09 17:20:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
637;"SUV";"AMG GLA 35 SUV";188.0;154.0;34.0;154.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-09 17:21:00";"2020-10-09 17:22:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
638;"SUV";"AMG GLA 35 SUV";549.0;504.0;45.0;0.0;0.0;504.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-09 17:21:00";"2020-10-09 17:22:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
639;"SUV";"AMG GLA 35 SUV";503.0;424.0;79.0;0.0;0.0;0.0;0.0;109.0;19.0;99.0;20.0;106.0;20.0;110.0;20.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-09 17:21:00";"2020-10-09 17:22:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
640;"SUV";"GLE 350 SUV";179.0;156.0;23.0;156.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-14 17:06:00";"2020-10-14 17:09:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
641;"SUV";"GLE 350 SUV";482.0;450.0;32.0;0.0;0.0;450.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-14 17:06:00";"2020-10-14 17:09:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
642;"SUV";"GLE 350 SUV";491.0;410.0;81.0;0.0;0.0;0.0;0.0;98.0;12.0;97.0;23.0;107.0;23.0;108.0;23.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-14 17:06:00";"2020-10-14 17:09:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
643;"SUV";"GLE 350 4Matic SUV";199.0;176.0;23.0;176.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html";"2020-10-14 17:09:00";"2020-10-14 17:11:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
644;"SUV";"GLE 350 4Matic SUV";535.0;490.0;45.0;0.0;0.0;490.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html";"2020-10-14 17:09:00";"2020-10-14 17:11:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
645;"SUV";"GLE 350 4Matic SUV";485.0;426.0;59.0;0.0;0.0;0.0;0.0;99.0;12.0;109.0;23.0;110.0;12.0;108.0;12.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html";"2020-10-14 17:09:00";"2020-10-14 17:11:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
646;"SUV";"GLE 450 4Matic SUV";170.0;146.0;24.0;146.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-14 17:11:00";"2020-10-14 17:13:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
647;"SUV";"GLE 450 4Matic SUV";537.0;499.0;38.0;0.0;0.0;499.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-14 17:11:00";"2020-10-14 17:13:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
648;"SUV";"GLE 450 4Matic SUV";467.0;405.0;62.0;0.0;0.0;0.0;0.0;99.0;12.0;109.0;15.0;100.0;23.0;97.0;12.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-14 17:11:00";"2020-10-14 17:13:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
649;"SUV";"AMG GLE 63 S 4Matic SUV";181.0;158.0;23.0;158.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-14 17:16:00";"2020-10-14 17:18:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
650;"SUV";"AMG GLE 63 S 4Matic SUV";568.0;534.0;34.0;0.0;0.0;534.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-14 17:16:00";"2020-10-14 17:18:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
651;"SUV";"AMG GLE 63 S 4Matic SUV";440.0;388.0;52.0;0.0;0.0;0.0;0.0;99.0;12.0;98.0;12.0;104.0;14.0;87.0;14.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-14 17:16:00";"2020-10-14 17:18:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
652;"SUV";"GLA 250 SUV";187.0;167.0;20.0;167.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-14 17:18:00";"2020-10-14 17:20:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
653;"SUV";"GLA 250 SUV";505.0;480.0;25.0;0.0;0.0;480.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-14 17:18:00";"2020-10-14 17:20:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
654;"SUV";"GLA 250 SUV";458.0;400.0;58.0;0.0;0.0;0.0;0.0;98.0;12.0;97.0;14.0;96.0;15.0;109.0;17.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-14 17:18:00";"2020-10-14 17:20:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
655;"SUV";"AMG GLA 35 SUV";210.0;189.0;21.0;189.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-14 17:21:00";"2020-10-14 17:22:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
656;"SUV";"AMG GLA 35 SUV";532.0;498.0;34.0;0.0;0.0;498.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-14 17:21:00";"2020-10-14 17:22:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
657;"SUV";"AMG GLA 35 SUV";486.0;413.0;73.0;0.0;0.0;0.0;0.0;98.0;19.0;99.0;20.0;109.0;18.0;107.0;16.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-14 17:21:00";"2020-10-14 17:22:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
658;"SUV";"GLE 350 4Matic SUV";177.0;167.0;10.0;167.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html";"2020-10-21 17:09:00";"2020-10-21 17:11:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
659;"SUV";"GLE 350 4Matic SUV";492.0;467.0;25.0;0.0;0.0;467.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html";"2020-10-21 17:09:00";"2020-10-21 17:11:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
660;"SUV";"GLE 350 4Matic SUV";446.0;391.0;55.0;0.0;0.0;0.0;0.0;98.0;12.0;99.0;13.0;98.0;18.0;96.0;12.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_4M_SUV.html";"2020-10-21 17:09:00";"2020-10-21 17:11:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
661;"SUV";"GLE 450 4Matic SUV";160.0;145.0;15.0;145.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-21 17:11:00";"2020-10-21 17:13:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
662;"SUV";"GLE 450 4Matic SUV";491.0;453.0;38.0;0.0;0.0;453.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-21 17:11:00";"2020-10-21 17:13:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
663;"SUV";"GLE 450 4Matic SUV";446.0;391.0;55.0;0.0;0.0;0.0;0.0;98.0;12.0;97.0;13.0;100.0;15.0;96.0;15.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-21 17:11:00";"2020-10-21 17:13:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
664;"SUV";"GLE 580 4Matic SUV";205.0;178.0;27.0;178.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-21 17:13:00";"2020-10-21 17:15:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
665;"SUV";"GLE 580 4Matic SUV";524.0;490.0;34.0;0.0;0.0;490.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-21 17:13:00";"2020-10-21 17:15:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
666;"SUV";"GLE 580 4Matic SUV";436.0;384.0;52.0;0.0;0.0;0.0;0.0;90.0;12.0;98.0;12.0;101.0;14.0;95.0;14.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-21 17:13:00";"2020-10-21 17:15:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
667;"SUV";"AMG GLE 63 S 4Matic SUV";221.0;187.0;34.0;187.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-21 17:16:00";"2020-10-21 17:18:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
668;"SUV";"AMG GLE 63 S 4Matic SUV";479.0;450.0;29.0;0.0;0.0;450.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-21 17:16:00";"2020-10-21 17:18:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
669;"SUV";"AMG GLE 63 S 4Matic SUV";447.0;401.0;46.0;0.0;0.0;0.0;0.0;90.0;15.0;108.0;3.0;104.0;14.0;99.0;14.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_63S_4M_SUV.html";"2020-10-21 17:16:00";"2020-10-21 17:18:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
670;"SUV";"GLA 250 SUV";218.0;198.0;20.0;198.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-21 17:18:00";"2020-10-21 17:20:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
671;"SUV";"GLA 250 SUV";558.0;523.0;35.0;0.0;0.0;523.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-21 17:18:00";"2020-10-21 17:20:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
672;"SUV";"GLA 250 SUV";455.0;393.0;62.0;0.0;0.0;0.0;0.0;90.0;23.0;98.0;12.0;96.0;12.0;109.0;15.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_250_SUV.html";"2020-10-21 17:18:00";"2020-10-21 17:20:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
673;"SUV";"AMG GLA 35 SUV";208.0;187.0;21.0;187.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-21 17:21:00";"2020-10-21 17:22:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
674;"SUV";"AMG GLA 35 SUV";471.0;437.0;34.0;0.0;0.0;437.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-21 17:21:00";"2020-10-21 17:22:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
675;"SUV";"AMG GLA 35 SUV";449.0;395.0;54.0;0.0;0.0;0.0;0.0;98.0;15.0;98.0;13.0;109.0;12.0;90.0;14.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLA_Class_GLA_35_SUV.html";"2020-10-21 17:21:00";"2020-10-21 17:22:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
676;"SUV";"GLE 350 SUV";221.0;187.0;34.0;187.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-30 17:06:00";"2020-10-30 17:09:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
677;"SUV";"GLE 350 SUV";493.0;459.0;34.0;0.0;0.0;459.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-30 17:06:00";"2020-10-30 17:09:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
678;"SUV";"GLE 350 SUV";452.0;404.0;48.0;0.0;0.0;0.0;0.0;98.0;12.0;99.0;12.0;98.0;12.0;109.0;12.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_350_SUV.html";"2020-10-30 17:06:00";"2020-10-30 17:09:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
679;"SUV";"GLE 450 4Matic SUV";177.0;165.0;12.0;165.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-30 17:11:00";"2020-10-30 17:13:00";"shanta.shetty";2;2020;1;1;1;1;1;"A"
680;"SUV";"GLE 450 4Matic SUV";536.0;498.0;38.0;0.0;0.0;498.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-30 17:11:00";"2020-10-30 17:13:00";"shanta.shetty";2;2020;1;1;1;1;2;"A"
681;"SUV";"GLE 450 4Matic SUV";480.0;423.0;57.0;0.0;0.0;0.0;0.0;108.0;12.0;109.0;15.0;100.0;14.0;106.0;16.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_450_4M_SUV.html";"2020-10-30 17:11:00";"2020-10-30 17:13:00";"shanta.shetty";2;2020;1;1;1;1;3;"A"
682;"SUV";"GLE 580 4Matic SUV";182.0;167.0;15.0;167.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-30 17:13:00";"2020-10-30 17:15:00";"shanta.shetty";2;2021;1;1;1;1;1;"A"
683;"SUV";"GLE 580 4Matic SUV";477.0;432.0;45.0;0.0;0.0;432.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-30 17:13:00";"2020-10-30 17:15:00";"shanta.shetty";2;2021;1;1;1;1;2;"A"
684;"SUV";"GLE 580 4Matic SUV";456.0;387.0;69.0;0.0;0.0;0.0;0.0;90.0;19.0;97.0;18.0;101.0;13.0;99.0;19.0;"D:Latest_CodeFusion_ALM_MY21/test-output/RunResults/US_GLE_Class_GLE_580_4M_SUV.html";"2020-10-30 17:13:00";"2020-10-30 17:15:00";"shanta.shetty";2;2021;1;1;1;1;3;"A"
